city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,security_deposit,cleaning_fee,accommodates,bathrooms,bedrooms,beds,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,cancellation_policy,price
Freshwater,151.2785494,-33.7758144,60,2,3,2000,300,6,2,3,6,House,Entire home/apt,183,0,0,strict_14_with_grace_period,281
Manly,151.2773698,-33.798052,93.41241287,0,3,0,0,1,1,1,1,Condominium,Private room,0,1,0,moderate,65
Macquarie Park,151.1124855,-33.77929536,100,1,1,250,60,4,1,1,2,Apartment,Entire home/apt,108,0,0,strict_14_with_grace_period,150
North Bondi,151.2791617,-33.88226577,93.41241287,0,4,500,50,6,1,3,3,Apartment,Entire home/apt,179,0,0,flexible,600
Bondi Beach,151.271492,-33.89257631,96,14,1,0,80,2,1,1,1,Apartment,Private room,7,1,0,moderate,98
North Bondi,151.2802912,-33.88462743,93.41241287,0,4,0,100,2,1,1,1,Apartment,Entire home/apt,0,1,0,flexible,221
Double Bay,151.2400862,-33.87562505,91,141,1,500,40,2,1,1,1,Apartment,Private room,5,1,0,strict_14_with_grace_period,55
Haymarket,151.202927,-33.88316157,92,13,1,0,100,6,2,2,4,Apartment,Entire home/apt,68,0,0,flexible,229
Paddington,151.2364,-33.88531331,93.41241287,0,1,0,0,8,2.5,4,6,House,Entire home/apt,0,0,0,flexible,401
Croydon Park,151.1014688,-33.89558321,100,5,2,0,120,5,2,2,2,House,Entire home/apt,341,1,0,moderate,125
Newtown,151.1760298,-33.90754838,93.41241287,0,10,0,0,2,1.5,1,1,House,Private room,0,0,0,flexible,50
Bondi Beach,151.2713986,-33.89317986,100,2,3,500,100,5,1,2,2,Apartment,Entire home/apt,0,1,0,moderate,365
Coogee,151.2521327,-33.91454454,93.41241287,0,4,0,0,4,1,2,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,150
Manly,151.2853794,-33.79740882,90,6,3,0,88,4,1,0,2,Apartment,Entire home/apt,261,1,0,strict_14_with_grace_period,200
Coogee,151.2551346,-33.91975693,93.41241287,0,1,0,0,2,1,1,2,Apartment,Entire home/apt,0,0,0,flexible,120
Manly,151.2866353,-33.7953274,92,5,3,0,55,4,1,1,1,Apartment,Entire home/apt,252,1,0,strict_14_with_grace_period,200
Newtown,151.1772008,-33.90487223,100,1,5,500,150,6,2,3,4,House,Entire home/apt,0,1,0,flexible,250
Mosman,151.2466104,-33.83952317,98,33,2,0,250,8,2.5,5,6,House,Entire home/apt,171,0,1,moderate,800
Rose Bay,151.2751861,-33.87823746,93.41241287,0,7,0,0,2,1,1,2,House,Private room,0,0,0,strict_14_with_grace_period,55
Alexandria,151.1988656,-33.91351452,100,2,1,0,0,2,1,1,1,Townhouse,Private room,0,1,0,flexible,100
Woollahra,151.2477529,-33.88995528,93.41241287,0,1,0,130,3,2,3,3,House,Entire home/apt,0,0,0,flexible,180
Erskineville,151.1842987,-33.90025989,93.41241287,0,1,0,0,2,1.5,1,1,House,Private room,0,0,0,flexible,60
North Bondi,151.2765448,-33.88517727,93.41241287,0,1,500,100,4,1,2,3,Apartment,Entire home/apt,365,0,0,moderate,250
Bondi,151.2595282,-33.89279429,93.41241287,0,7,0,0,2,1,1,1,Apartment,Private room,0,0,0,moderate,70
Alexandria,151.1911873,-33.90082001,80,1,10,500,0,5,1,3,4,House,Entire home/apt,0,1,0,strict_14_with_grace_period,350
Manly,151.2841707,-33.79557569,100,4,2,0,10,2,1,1,1,Apartment,Private room,0,1,0,flexible,99
Mosman,151.2438543,-33.82346528,100,2,3,0,100,4,1,2,2,Apartment,Entire home/apt,319,0,0,moderate,200
Belrose,151.2258941,-33.7348788,100,6,3,1000,200,10,2.5,4,6,House,Entire home/apt,65,0,0,strict_14_with_grace_period,500
Castlecrag,151.2199479,-33.80064033,93.41241287,0,5,0,0,6,3.5,3,4,House,Entire home/apt,358,1,0,strict_14_with_grace_period,850
North Bondi,151.2763661,-33.88458446,85,47,1,0,189,5,1,2,3,Apartment,Entire home/apt,60,0,0,strict_14_with_grace_period,155
Castle Hill,151.0048823,-33.73837718,98,8,1,0,30,2,1,1,1,Guest suite,Private room,175,1,1,flexible,65
Moorebank,150.9546208,-33.92914603,60,1,1,0,0,2,1,1,2,House,Private room,364,0,0,flexible,55
Rozelle,151.1689206,-33.86813813,93.41241287,0,14,0,200,8,3,4,4,House,Entire home/apt,364,0,0,strict_14_with_grace_period,401
Strathfield,151.0943017,-33.8723939,88,16,2,500,110,4,2,2,2,Apartment,Entire home/apt,87,0,0,strict_14_with_grace_period,109
Wentworth Point ,151.0783634,-33.82621961,87,28,2,0,189,6,1,2,3,Apartment,Entire home/apt,71,0,0,strict_14_with_grace_period,136
Rose Bay,151.2576774,-33.87535234,100,1,1,0,25,2,1,1,1,Apartment,Private room,293,0,0,flexible,65
Fairlight,151.2841709,-33.7928074,95,12,7,0,100,7,2,4,4,House,Entire home/apt,34,0,0,strict_14_with_grace_period,299
Coogee,151.2592292,-33.91701106,93.41241287,0,5,3000,400,8,3,3,4,House,Entire home/apt,199,1,0,strict_14_with_grace_period,1110
North Sydney,151.204918,-33.83575526,60,1,3,0,180,4,2,2,2,Apartment,Entire home/apt,5,0,0,moderate,190
Rozelle,151.1653239,-33.86224269,80,4,3,250,35,4,1,2,3,House,Entire home/apt,0,0,0,strict_14_with_grace_period,200
Bondi Junction,151.2519299,-33.89493,93.41241287,0,14,0,20,2,1,1,1,Apartment,Private room,0,1,0,moderate,78
Zetland,151.2103077,-33.90493425,93,3,1,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,51
Willoughby,151.1938659,-33.80436327,93.41241287,0,9,0,0,9,3.5,5,6,House,Entire home/apt,180,0,0,flexible,750
Waterloo,151.2034972,-33.90162108,80,2,1,300,30,1,1,1,1,Apartment,Private room,45,0,0,moderate,82
Manly,151.2808404,-33.79586039,100,4,2,0,0,2,1,1,1,Apartment,Entire home/apt,0,1,0,moderate,150
Como,151.0633016,-34.00168087,93.41241287,0,1,0,0,2,1,1,1,Cabin,Entire home/apt,0,0,0,flexible,65
Lavender Bay,151.2058152,-33.84385722,91,48,2,0,0,2,1,1,1,Apartment,Private room,125,0,0,flexible,67
Wollstonecraft,151.1952472,-33.83341074,98,10,1,0,50,4,1,2,2,Apartment,Entire home/apt,0,0,0,moderate,106
Forest Lodge,151.1809737,-33.88081751,96,41,1,200,85,6,2,4,3,House,Entire home/apt,69,1,1,strict_14_with_grace_period,440
Surry Hills,151.2117951,-33.88139549,99,99,1,0,70,2,1,1,0,Apartment,Entire home/apt,159,1,1,moderate,158
Castle Cove,151.1974211,-33.77917666,93.41241287,0,1,0,0,4,1.5,1,2,Condominium,Shared room,0,1,0,flexible,130
Newtown,151.1703314,-33.89331471,100,4,2,200,0,3,1,2,2,House,Private room,0,1,0,moderate,84
Clovelly,151.2661042,-33.91179395,100,1,5,0,0,7,2,3,5,House,Entire home/apt,89,1,0,moderate,735
North Sydney,151.1985242,-33.84012811,98,61,5,975,240,6,2.5,3,3,Apartment,Entire home/apt,329,1,1,strict_14_with_grace_period,318
Marsfield,151.1121391,-33.76340356,83,6,5,0,0,4,2,2,2,House,Entire home/apt,341,1,0,strict_14_with_grace_period,189
Bellevue Hill,151.267375,-33.88544462,80,1,4,0,0,2,1,1,1,House,Private room,0,1,0,flexible,65
Marsfield,151.0981466,-33.77002607,99,15,1,0,7,2,1,1,1,Apartment,Private room,65,1,0,moderate,59
Newport,151.316063,-33.64775088,93.41241287,0,7,0,60,4,1,2,3,House,Entire home/apt,83,1,0,flexible,248
Old Toongabbie,150.9725708,-33.78712411,76,30,2,0,330,12,3,6,6,House,Entire home/apt,0,0,0,strict_14_with_grace_period,267
Bondi,151.2632414,-33.89076187,100,3,2,0,0,4,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,100
Hillsdale,151.2267799,-33.95349472,80,1,1,200,10,4,1,2,2,Apartment,Private room,0,0,0,strict_14_with_grace_period,138
Mona Vale,151.2976296,-33.67948964,95,84,1,550,95,6,1,2,3,Apartment,Entire home/apt,28,1,1,strict_14_with_grace_period,156
Marsfield,151.0970458,-33.77774163,100,41,2,250,35,4,1,1,2,Apartment,Entire home/apt,177,1,1,moderate,125
Newtown,151.1808949,-33.89692767,93.41241287,0,3,0,0,1,1,1,1,Apartment,Private room,0,0,0,flexible,60
Bondi Junction,151.2427167,-33.89214552,96,40,1,0,20,2,1.5,1,2,House,Private room,314,1,1,strict_14_with_grace_period,59
Brookvale,151.2648239,-33.76170968,96,5,1,0,20,2,1,1,1,Apartment,Private room,0,0,0,moderate,76
Paddington,151.2224942,-33.88223831,95,12,3,0,40,1,1,1,1,Townhouse,Private room,9,1,0,strict_14_with_grace_period,45
Manly,151.2872632,-33.80577917,99,36,2,0,100,2,1,1,1,Cabin,Entire home/apt,278,0,0,moderate,221
Mosman,151.2464081,-33.83542503,100,1,7,0,100,6,2.5,3,3,House,Entire home/apt,45,0,0,moderate,451
Potts Point,151.2246362,-33.87334651,97,136,2,500,70,4,1,1,2,Apartment,Entire home/apt,235,0,1,strict_14_with_grace_period,161
Pyrmont,151.1963445,-33.87207776,85,8,1,800,120,6,1,2,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,288
Epping,151.0781057,-33.77193252,93,3,2,0,35,4,1.5,2,3,Apartment,Entire home/apt,0,0,0,moderate,106
Bondi Junction,151.2430852,-33.89172837,98,16,2,0,65,6,2,3,3,House,Entire home/apt,0,0,0,moderate,200
Pyrmont,151.1932255,-33.86715921,93.41241287,0,7,500,201,2,1,1,1,Apartment,Entire home/apt,155,0,0,strict_14_with_grace_period,173
Double Bay,151.2453194,-33.87945747,100,2,7,0,0,4,1,2,2,Apartment,Entire home/apt,0,0,0,moderate,200
Vaucluse,151.2756759,-33.86246309,100,1,2,150,40,2,1,1,1,Apartment,Private room,365,0,0,moderate,90
Redfern,151.2108692,-33.89499107,93.41241287,0,1,0,0,4,2,2,2,Apartment,Entire home/apt,0,1,0,flexible,150
Coogee,151.2564192,-33.91521797,92,48,3,0,79,2,1,0,1,Apartment,Entire home/apt,108,1,0,moderate,98
Balgowlah,151.2660855,-33.79167603,93.41241287,0,5,1250,295,5,1,3,4,House,Entire home/apt,89,0,0,strict_14_with_grace_period,325
Bondi Junction,151.2532547,-33.89333286,100,16,2,350,105,2,1,1,1,Apartment,Entire home/apt,180,0,1,strict_14_with_grace_period,210
North Bondi,151.2804902,-33.88204464,93.41241287,0,5,500,50,2,1,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,120
Surry Hills,151.2135798,-33.88626866,95,23,2,1000,129,8,2,3,4,House,Entire home/apt,152,0,0,strict_14_with_grace_period,399
Rushcutters Bay,151.2270406,-33.87493697,90,18,2,0,0,2,1,1,1,Apartment,Private room,0,1,0,flexible,74
North Bondi,151.2774654,-33.88311127,93.41241287,0,7,300,75,3,1,2,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,107
Mona Vale,151.3028426,-33.68185881,93,3,2,500,100,8,3,4,4,House,Entire home/apt,203,1,0,flexible,349
Bondi,151.2630207,-33.89501554,60,1,3,0,0,2,2,1,1,House,Private room,0,1,0,flexible,124
Woollahra,151.2452027,-33.88944497,100,3,2,250,150,4,1,2,2,House,Entire home/apt,136,0,1,strict_14_with_grace_period,250
Coogee,151.2501475,-33.92669272,99,61,1,0,0,1,1,1,1,Apartment,Private room,58,0,0,flexible,59
Surry Hills,151.2142076,-33.8841731,100,1,1,0,80,2,2.5,1,1,House,Private room,0,0,0,moderate,120
Darlington,151.195468,-33.88965794,100,1,1,0,10,2,0.5,1,1,Townhouse,Private room,0,1,0,flexible,60
Manly,151.2826818,-33.80896409,100,1,2,0,0,2,1,1,1,Houseboat,Private room,66,1,0,flexible,150
North Bondi,151.2749984,-33.88302948,91,9,2,0,50,4,1,1,1,Apartment,Entire home/apt,0,1,0,flexible,130
Surry Hills,151.2115283,-33.88634077,100,1,2,0,70,3,1,1,1,Loft,Entire home/apt,192,1,0,strict_14_with_grace_period,196
Carramar,150.9598963,-33.88099574,96,30,2,150,89,6,1,2,3,House,Entire home/apt,164,0,1,strict_14_with_grace_period,143
Redfern,151.2024028,-33.89188232,100,1,1,0,0,1,1.5,1,1,Apartment,Private room,0,0,0,flexible,60
Randwick,151.2362214,-33.9095215,93.41241287,0,1,400,0,1,1,1,1,Apartment,Private room,0,0,0,flexible,74
Erskineville,151.1870453,-33.90145785,96,26,4,0,100,4,1,2,2,House,Entire home/apt,193,1,0,strict_14_with_grace_period,94
Camperdown,151.1775058,-33.88992787,100,1,5,250,0,2,1.5,1,1,Apartment,Private room,0,0,0,flexible,65
Surry Hills,151.2109328,-33.87952448,92,5,4,0,0,2,1,1,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,115
Bronte,151.2595874,-33.90449086,100,1,6,200,70,4,1,2,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,111
Mascot,151.1894404,-33.92245636,50,12,2,0,145,6,2,2,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,121
Brighton-Le-Sands,151.1546378,-33.96489619,93.41241287,0,2,350,75,6,1,2,3,Apartment,Entire home/apt,68,0,0,strict_14_with_grace_period,220
Bondi Beach,151.2704182,-33.88546676,93.41241287,0,1,0,0,3,1,1,1,House,Private room,0,0,0,flexible,80
Manly,151.2892068,-33.79882892,93.41241287,0,7,200,0,4,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,150
Bondi,151.2653142,-33.89162926,93.41241287,0,5,0,0,2,1,1,1,Apartment,Private room,0,1,0,flexible,111
Burwood,151.1011513,-33.87611878,93.41241287,0,6,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,40
Ryde,151.1050155,-33.81155621,93.41241287,0,5,0,0,2,1,1,1,Apartment,Shared room,0,1,0,flexible,45
Sydney,151.1709046,-33.84498832,93.41241287,0,1,0,0,2,1,1,2,Tent,Private room,365,0,0,flexible,89
Mascot,151.185457,-33.92197508,86,17,1,500,75,5,1,2,3,Apartment,Entire home/apt,62,0,0,moderate,196
Narrabeen,151.3034406,-33.7092027,92,80,2,300,90,6,1,2,4,Condominium,Entire home/apt,343,1,0,moderate,200
Dee Why,151.2951165,-33.75322161,93.41241287,0,7,250,60,1,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,65
Manly,151.2872087,-33.78783464,80,1,3,500,80,4,1.5,2,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,300
Bondi,151.2701046,-33.89556005,93.41241287,0,1,0,0,2,1,1,1,Apartment,Private room,0,1,0,flexible,74
Waterloo,151.2030733,-33.90178882,100,5,2,700,90,4,2,2,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,139
Mosman,151.2365249,-33.81926802,90,218,2,0,0,4,1,1,4,Apartment,Entire home/apt,269,1,0,moderate,139
Bondi Beach,151.269503,-33.89021782,90,6,3,0,85,4,1,1,2,Apartment,Entire home/apt,0,1,0,moderate,175
Newport,151.3205414,-33.65366827,96,29,1,350,80,4,2,2,2,Townhouse,Entire home/apt,0,0,0,moderate,280
Darlinghurst,151.2167,-33.87594742,87,4,3,300,0,4,1,2,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,200
Erskineville,151.1841272,-33.89866558,93.41241287,1,2,0,0,2,1,1,1,House,Private room,0,1,0,flexible,60
Saint Helens Park,150.8074831,-34.09853882,95,16,1,0,0,1,1,2,2,House,Private room,87,0,0,flexible,40
Surry Hills,151.2112586,-33.88610302,100,6,1,130,89,4,1,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,150
Fairlight ,151.2657832,-33.79696869,98,34,2,0,35,2,1,0,2,Apartment,Entire home/apt,360,1,0,moderate,130
North Bondi,151.2821298,-33.89008147,98,18,2,1000,0,3,1,2,2,Apartment,Entire home/apt,4,1,0,moderate,240
Bondi,151.2709518,-33.89522532,98,24,2,0,30,2,1,1,1,Apartment,Private room,191,0,1,strict_14_with_grace_period,70
Manly,151.2860513,-33.80063486,93.41241287,0,7,0,0,1,1,1,1,Apartment,Private room,179,1,0,flexible,70
Saint Peters,151.1718207,-33.91505079,94,35,1,0,25,2,1,1,1,House,Private room,333,1,0,flexible,59
Centennial Park,151.2287549,-33.89114357,97,23,3,0,50,4,1,2,3,Apartment,Entire home/apt,294,0,1,flexible,170
Potts Point,151.2242627,-33.86939731,93.41241287,0,6,0,100,5,1,2,2,Apartment,Entire home/apt,0,0,0,moderate,250
Bondi Junction,151.2543124,-33.89345132,93.41241287,1,2,0,0,2,1,1,1,Apartment,Private room,237,0,0,flexible,130
Bondi Junction,151.241139,-33.90007703,87,6,1,500,200,6,1,3,4,House,Entire home/apt,0,1,0,strict_14_with_grace_period,195
Coogee,151.2519715,-33.91883982,100,1,2,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,60
Parramatta,150.9988765,-33.81495559,97,9,2,300,70,6,2,2,2,Apartment,Entire home/apt,360,0,0,moderate,148
Artarmon,151.1798709,-33.80673949,93.41241287,0,7,0,0,2,1.5,2,1,Townhouse,Entire home/apt,0,1,0,flexible,150
Rozelle,151.1683341,-33.86506397,100,19,2,200,80,2,1,1,1,Guest suite,Entire home/apt,90,0,1,strict_14_with_grace_period,150
Newtown,151.1867944,-33.89613535,99,15,1,250,30,2,1,1,1,Apartment,Private room,354,0,1,strict_14_with_grace_period,130
Glebe,151.183896,-33.88208418,100,1,3,500,50,6,1,3,3,House,Entire home/apt,0,0,0,strict_14_with_grace_period,349
Rosebery,151.2019935,-33.91796117,90,2,2,300,50,5,2,2,3,Apartment,Entire home/apt,72,0,0,flexible,175
Cremorne,151.2210969,-33.82878011,93.41241287,0,4,200,100,2,1,1,1,Apartment,Entire home/apt,0,0,0,moderate,200
Coogee,151.2545818,-33.92373943,100,2,5,0,30,2,1,1,1,Apartment,Entire home/apt,0,0,0,moderate,200
Tamarama,151.2679567,-33.89809065,100,2,4,300,100,4,1,2,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,130
Paddington,151.2197485,-33.88369626,96,15,5,1000,200,6,2,3,3,House,Entire home/apt,207,1,0,strict_14_with_grace_period,340
Cronulla,151.153482,-34.05677496,93.41241287,0,1,0,0,4,2,2,2,Apartment,Entire home/apt,0,0,0,flexible,401
Forest Lodge,151.1783797,-33.87855593,93.41241287,0,30,0,0,2,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,91
Balgowlah,151.258351,-33.79471388,95,21,2,0,0,2,1,1,1,Apartment,Entire home/apt,0,1,0,flexible,105
Clovelly ,151.2538532,-33.90723438,93.41241287,0,7,1500,250,6,3.5,4,4,House,Entire home/apt,363,0,0,strict_14_with_grace_period,1500
Epping,151.0765828,-33.77374827,93.41241287,0,1,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,54
Coogee,151.2538145,-33.92636909,100,3,4,0,50,6,1,3,3,Apartment,Entire home/apt,0,0,0,moderate,198
Sydney,151.2093162,-33.87456444,80,1,5,0,0,1,1,1,1,Apartment,Private room,0,0,0,flexible,50
Woollahra,151.2449427,-33.88666876,93.41241287,0,7,2000,375,7,4,4,4,House,Entire home/apt,118,1,0,strict_14_with_grace_period,1870
Chippendale,151.2005846,-33.88700024,89,92,3,499,105,5,1,1,3,Apartment,Entire home/apt,70,1,0,strict_14_with_grace_period,120
Coogee,151.2580562,-33.91563023,93.41241287,0,4,200,140,4,1,2,3,Apartment,Entire home/apt,352,1,0,strict_14_with_grace_period,240
Balgowlah,151.2598725,-33.79678804,100,4,2,500,100,5,1,3,3,Cottage,Entire home/apt,173,0,0,moderate,281
Malabar,151.2495611,-33.96213065,76,5,4,400,100,4,2.5,2,2,Townhouse,Entire home/apt,0,1,0,strict_14_with_grace_period,130
Marrickville,151.1424796,-33.91484033,97,7,5,200,50,2,1,1,1,Apartment,Entire home/apt,196,1,0,moderate,70
North Bondi,151.2842194,-33.89333583,98,19,2,200,0,2,1,1,1,Apartment,Private room,0,1,0,moderate,91
Bondi Beach,151.2724725,-33.89339049,94,20,2,800,115,4,1,1,2,Apartment,Entire home/apt,30,0,0,strict_14_with_grace_period,225
Avalon Beach,151.3328388,-33.62858089,99,27,2,500,150,4,2,2,2,House,Entire home/apt,0,1,1,strict_14_with_grace_period,250
Bondi Beach,151.2808757,-33.88898035,100,5,2,500,35,4,1,2,2,Apartment,Entire home/apt,2,1,0,moderate,150
Sydney ,151.2396113,-33.97784462,93.41241287,0,1,0,0,1,1,1,1,House,Private room,364,0,0,flexible,100
Waterloo,151.2073753,-33.89553878,86,25,10,133,20,5,1,1,3,Apartment,Shared room,61,0,0,moderate,30
Rose Bay,151.2763424,-33.87596687,100,1,7,875,168,5,2,3,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,242
Castle Cove,151.2187403,-33.78784014,100,11,2,0,45,2,1,1,1,Apartment,Entire home/apt,172,1,0,moderate,76
Bondi Beach,151.2703321,-33.88738933,96,5,3,1500,100,6,2,3,3,Apartment,Entire home/apt,362,1,0,moderate,500
Hurstville,151.1068175,-33.97067087,93.41241287,0,3,200,10,2,1,0,1,Apartment,Private room,0,0,0,flexible,50
Canterbury,151.1180002,-33.91312487,93.41241287,0,3,0,30,6,2.5,2,3,Apartment,Entire home/apt,0,0,0,flexible,227
Church Point,151.2847215,-33.64734326,93.41241287,0,5,1000,150,5,1,2,2,Bungalow,Entire home/apt,90,1,1,flexible,500
Waverton,151.1958798,-33.83676209,96,17,3,350,110,2,1,1,1,Apartment,Entire home/apt,108,0,0,strict_14_with_grace_period,150
Bondi Beach,151.2663414,-33.88895955,89,12,2,500,150,5,1,2,0,Apartment,Entire home/apt,289,1,0,strict_14_with_grace_period,229
Balgowlah,151.2639612,-33.80186353,90,2,7,250,150,5,1,2,2,House,Entire home/apt,0,0,0,moderate,254
Darlinghurst,151.2244298,-33.87814136,93,8,3,500,80,4,2,2,2,Apartment,Entire home/apt,0,1,0,moderate,250
Mascot,151.1849077,-33.9215327,20,3,1,0,0,2,1,1,1,Apartment,Private room,179,0,0,moderate,85
Queenscliff,151.287221,-33.78336111,93.41241287,1,1,200,10,2,1,1,1,Apartment,Entire home/apt,0,0,0,flexible,99
Randwick,151.2529806,-33.90556373,80,1,1,0,60,4,1,2,2,Apartment,Entire home/apt,128,1,0,strict_14_with_grace_period,299
Matraville,151.2322552,-33.95387556,91,9,3,500,100,5,2,2,4,Townhouse,Entire home/apt,19,1,0,moderate,161
Warrawee,151.1257803,-33.72836329,96,10,1,0,10,2,1,1,1,Apartment,Private room,0,0,0,flexible,78
Leichhardt,151.157001,-33.88807022,100,1,6,500,201,2,1,1,2,Apartment,Entire home/apt,10,0,0,strict_14_with_grace_period,161
Randwick,151.2326607,-33.90857094,93.41241287,0,2,150,0,3,1,1,2,Serviced apartment,Private room,178,0,0,strict_14_with_grace_period,159
Manly Vale,151.2645351,-33.78609784,100,4,16,0,200,6,3,3,6,House,Entire home/apt,0,1,0,strict_14_with_grace_period,401
Paddington,151.2272958,-33.88645373,86,27,4,0,30,2,1,0,1,Bungalow,Entire home/apt,100,1,0,strict_14_with_grace_period,100
North Bondi,151.2847832,-33.88542898,100,1,3,200,50,4,1,2,3,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,200
Manly,151.2921248,-33.79812994,100,3,2,0,0,4,1,2,2,Apartment,Entire home/apt,0,1,0,flexible,250
Darling Point,151.23855,-33.87252496,100,2,4,132,0,1,1,1,1,Apartment,Private room,88,1,0,moderate,89
Matraville,151.2301399,-33.95504494,99,35,2,140,0,2,1,1,1,Townhouse,Private room,182,1,1,strict_14_with_grace_period,85
Lavender Bay,151.2063243,-33.84158282,100,5,14,250,25,1,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,60
Forest Lodge,151.1828406,-33.88354326,80,1,5,0,0,1,3,1,1,House,Private room,0,1,0,flexible,53
Birchgrove,151.1787317,-33.8525995,98,11,4,1200,160,6,2,3,4,House,Entire home/apt,268,1,0,strict_14_with_grace_period,549
Kogarah Bay,151.1323753,-33.97149981,93.41241287,0,2,0,0,2,1.5,1,1,Apartment,Private room,0,0,0,flexible,74
Waterloo,151.2033119,-33.8997771,96,9,6,0,75,4,1,2,3,Townhouse,Entire home/apt,84,0,0,moderate,225
Cammeray,151.2232046,-33.81952505,93.41241287,0,5,1000,200,7,3,4,4,House,Entire home/apt,0,0,0,strict_14_with_grace_period,1501
Surry Hills,151.2079952,-33.8839439,80,4,1,300,50,6,1,2,2,Apartment,Entire home/apt,363,1,0,strict_14_with_grace_period,260
